PID,Archive
P123814,domesticated animal
P123816,domesticated animal
P123817,domesticated animal
P123818,domesticated animal
P123819,domesticated animal
P123820,domesticated animal
P123822,domesticated animal
P123823,domesticated animal
P123824,domesticated animal
P123825,domesticated animal
P123826,domesticated animal
P123827,domesticated animal
P123828,domesticated animal
P123830,domesticated animal
P123831,domesticated animal
P123832,domesticated animal
P123833,domesticated animal
P123835,domesticated animal
P123836,domesticated animal
P123837,domesticated animal
P123839,domesticated animal
P123840,domesticated animal
P123841,domesticated animal
P123842,domesticated animal
P123843,domesticated animal
P407133,domesticated animal
P123844,domesticated animal
P123845,domesticated animal
P123846,domesticated animal
P123848,domesticated animal
P123849,domesticated animal
P123852,domesticated animal
P123853,domesticated animal
P123855,domesticated animal
P123856,domesticated animal
P210376,domesticated animal
P123858,domesticated animal
P123860,domesticated animal
P123863,domesticated animal
P123864,domesticated animal
P123865,domesticated animal
P123866,domesticated animal
P123867,domesticated animal
P123868,domesticated animal
P123869,domesticated animal
P123873,domesticated animal
P123874,domesticated animal
P143117,domesticated animal
P123875,domesticated animal
P123876,domesticated animal
P123877,domesticated animal
P123878,domesticated animal
P123880,domesticated animal
P123881,domesticated animal
P123882,domesticated animal
P123885,domesticated animal
P123886,domesticated animal
P123889,domesticated animal
P123890,domesticated animal
P123893,domesticated animal
P123895,domesticated animal
P123896,domesticated animal
P123897,domesticated animal
P123899,domesticated animal
P123900,domesticated animal
P125563,domesticated animal
P406907,domesticated animal
P235896,domesticated animal
P123901,domesticated animal
P123988,domesticated animal
P124056,domesticated animal
P131889,domesticated animal
P133879,domesticated animal
P303624,domesticated animal
P235908,domesticated animal
P123905,domesticated animal
P123908,domesticated animal
P123912,domesticated animal
P123917,domesticated animal
P123924,domesticated animal
P200567,domesticated animal
P123923,domesticated animal
P123938,domesticated animal
P123939,domesticated animal
P128637,domesticated animal
P129427,domesticated animal
P133874,domesticated animal
P134811,domesticated animal
P390935,domesticated animal
P123925,domesticated animal
P123926,domesticated animal
P123943,domesticated animal
P133883,domesticated animal
P134930,domesticated animal
P210352,domesticated animal
P123927,domesticated animal
P123930,domesticated animal
P123931,domesticated animal
P123932,domesticated animal
P123933,domesticated animal
P123935,domesticated animal
P123937,domesticated animal
P123944,domesticated animal
P123946,domesticated animal
P123947,domesticated animal
P123948,domesticated animal
P123949,domesticated animal
P123950,domesticated animal
P123951,domesticated animal
P123954,domesticated animal
P123955,domesticated animal
P123960,domesticated animal
P123961,domesticated animal
P123964,domesticated animal
P123965,domesticated animal
P123966,domesticated animal
P123968,domesticated animal
P123970,domesticated animal
P123972,domesticated animal
P123973,domesticated animal
P123975,domesticated animal
P123976,domesticated animal
P123977,domesticated animal
P123978,domesticated animal
P123981,domesticated animal
P212120,domesticated animal
P123982,domesticated animal
P123983,domesticated animal
P125555,domesticated animal
P123984,domesticated animal
P123986,domesticated animal
P123987,domesticated animal
P123989,domesticated animal
P123992,domesticated animal
P123993,domesticated animal
P123994,domesticated animal
P123995,domesticated animal
P123996,domesticated animal
P123997,domesticated animal
P124000,domesticated animal
P124001,domesticated animal
P124002,domesticated animal
P124003,domesticated animal
P124005,domesticated animal
P124006,domesticated animal
P124007,domesticated animal
P124008,domesticated animal
P124030,domesticated animal
P124914,domesticated animal
P128912,domesticated animal
P134692,domesticated animal
P124009,domesticated animal
P124011,domesticated animal
P124013,domesticated animal
P124014,domesticated animal
P124015,domesticated animal
P126048,domesticated animal
P303803,domesticated animal
P124016,domesticated animal
P124057,domesticated animal
P124017,domesticated animal
P459080,domesticated animal
P124018,domesticated animal
P124019,domesticated animal
P124020,domesticated animal
P124021,domesticated animal
P124022,domesticated animal
P144096,domesticated animal
P124023,domesticated animal
P124025,domesticated animal
P124026,domesticated animal
P124032,domesticated animal
P124033,domesticated animal
P124034,domesticated animal
P124035,domesticated animal
P124037,domesticated animal
P124039,domesticated animal
P332365,domesticated animal
P124042,domesticated animal
P330572,domesticated animal
P124047,domesticated animal
P124048,domesticated animal
P124053,domesticated animal
P124054,domesticated animal
P131997,domesticated animal
P124060,domesticated animal
P124061,domesticated animal
P124062,domesticated animal
P126236,domesticated animal
P131051,domesticated animal
P291879,domesticated animal
P124063,domesticated animal
P124065,domesticated animal
P390917,domesticated animal
P124067,domesticated animal
P124071,domesticated animal
P131077,domesticated animal
P218193,domesticated animal
P124076,domesticated animal
P124077,domesticated animal
P124078,domesticated animal
P124079,domesticated animal
P124080,domesticated animal
P124082,domesticated animal
P124083,domesticated animal
P124084,domesticated animal
P124085,domesticated animal
P126739,domesticated animal
P136271,domesticated animal
P145540,domesticated animal
P124087,domesticated animal
P124088,domesticated animal
P124091,domesticated animal
P123635,domesticated animal
P124092,domesticated animal
P124093,domesticated animal
P124094,domesticated animal
P124095,domesticated animal
P124096,domesticated animal
P124653,domesticated animal
P124097,domesticated animal
P124098,domesticated animal
P124099,domesticated animal
P124101,domesticated animal
P124104,domesticated animal
P124105,domesticated animal
P124106,domesticated animal
P124108,domesticated animal
P124112,domesticated animal
P124113,domesticated animal
P124115,domesticated animal
P124121,domesticated animal
P124122,domesticated animal
P124124,domesticated animal
P124129,domesticated animal
P124141,domesticated animal
P124143,domesticated animal
P124145,domesticated animal
P124146,domesticated animal
P124147,domesticated animal
P124148,domesticated animal
P124149,domesticated animal
P128918,domesticated animal
P124150,domesticated animal
P124151,domesticated animal
P124152,domesticated animal
P124154,domesticated animal
P124157,domesticated animal
P124158,domesticated animal
P124159,domesticated animal
P124162,domesticated animal
P124164,domesticated animal
P124167,domesticated animal
P124171,domesticated animal
P124173,domesticated animal
P124174,domesticated animal
P124176,domesticated animal
P124178,domesticated animal
P303573,domesticated animal
P124182,domesticated animal
P124183,domesticated animal
P124184,domesticated animal
P124186,domesticated animal
P124187,domesticated animal
P124188,domesticated animal
P124193,domesticated animal
P124194,domesticated animal
P124195,domesticated animal
P124196,domesticated animal
P124200,domesticated animal
P124202,domesticated animal
P124205,domesticated animal
P124206,domesticated animal
P124207,domesticated animal
P124208,domesticated animal
P124209,domesticated animal
P124232,domesticated animal
P124234,domesticated animal
P124245,domesticated animal
P124246,domesticated animal
P124261,domesticated animal
P124262,domesticated animal
P124267,domesticated animal
P124271,domesticated animal
P124277,domesticated animal
P124283,domesticated animal
P124285,domesticated animal
P124286,domesticated animal
P124287,domesticated animal
P124296,domesticated animal
P124298,domesticated animal
P124305,domesticated animal
P124306,domesticated animal
P124307,domesticated animal
P124309,domesticated animal
P124312,domesticated animal
P124314,domesticated animal
P124317,domesticated animal
P124319,domesticated animal
P124323,domesticated animal
P124324,domesticated animal
P124326,domesticated animal
P124327,domesticated animal
P124328,domesticated animal
P124329,domesticated animal
P124332,domesticated animal
P124334,domesticated animal
P124335,domesticated animal
P124339,domesticated animal
P124341,domesticated animal
P124342,domesticated animal
P124344,domesticated animal
P124345,domesticated animal
P124346,domesticated animal
P124347,domesticated animal
P124361,domesticated animal
P124394,domesticated animal
P406862,domesticated animal
P124395,domesticated animal
P124398,domesticated animal
P273973,domesticated animal
P124401,domesticated animal
P124402,domesticated animal
P124404,domesticated animal
P124406,domesticated animal
P124409,domesticated animal
P124416,domesticated animal
P124417,domesticated animal
P124419,domesticated animal
P124420,domesticated animal
P124422,domesticated animal
P124431,domesticated animal
P124432,domesticated animal
P124433,domesticated animal
P124434,domesticated animal
P124435,domesticated animal
P124436,domesticated animal
P124437,domesticated animal
P124438,domesticated animal
P124440,domesticated animal
P124443,domesticated animal
P124445,domesticated animal
P124446,domesticated animal
P124447,domesticated animal
P124448,domesticated animal
P124449,domesticated animal
P124450,domesticated animal
P124451,domesticated animal
P124452,domesticated animal
P124453,domesticated animal
P124455,domesticated animal
P124456,domesticated animal
P124458,domesticated animal
P124459,domesticated animal
P124461,domesticated animal
P124463,domesticated animal
P124464,domesticated animal
P124465,domesticated animal
P124466,domesticated animal
P124467,domesticated animal
P124468,domesticated animal
P124469,domesticated animal
P124470,domesticated animal
P124471,domesticated animal
P124473,domesticated animal
P124481,domesticated animal
P124482,domesticated animal
P124483,domesticated animal
P124484,domesticated animal
P124485,domesticated animal
P124486,domesticated animal
P124487,domesticated animal
P124488,domesticated animal
P124489,domesticated animal
P124491,domesticated animal
P124493,domesticated animal
P124494,domesticated animal
P124495,domesticated animal
P124496,domesticated animal
P124497,domesticated animal
P124498,domesticated animal
P124499,domesticated animal
P124500,domesticated animal
P124501,domesticated animal
P145495,domesticated animal
P249255,domesticated animal
P320625,domesticated animal
P124502,domesticated animal
P124508,domesticated animal
P124509,domesticated animal
P124510,domesticated animal
P124511,domesticated animal
P124512,domesticated animal
P124516,domesticated animal
P407293,domesticated animal
P124517,domesticated animal
P124518,domesticated animal
P124519,domesticated animal
P124520,domesticated animal
P124523,domesticated animal
P124524,domesticated animal
P124525,domesticated animal
P124526,domesticated animal
P124528,domesticated animal
P124529,domesticated animal
P124530,domesticated animal
P124540,domesticated animal
P124541,domesticated animal
P124542,domesticated animal
P124543,domesticated animal
P124544,domesticated animal
P124545,domesticated animal
P124546,domesticated animal
P124548,domesticated animal
P124549,domesticated animal
P124550,domesticated animal
P124551,domesticated animal
P124553,domesticated animal
P124557,domesticated animal
P124559,domesticated animal
P124562,domesticated animal
P124563,domesticated animal
P124564,domesticated animal
P124565,domesticated animal
P124566,domesticated animal
P124567,domesticated animal
P124568,domesticated animal
P124570,domesticated animal
P124571,domesticated animal
P124572,domesticated animal
P124573,domesticated animal
P124574,domesticated animal
P124575,domesticated animal
P124576,domesticated animal
P124577,domesticated animal
P124592,domesticated animal
P124598,domesticated animal
P124600,domesticated animal
P124603,domesticated animal
P124613,domesticated animal
P124615,domesticated animal
P124622,domesticated animal
P124634,domesticated animal
P124636,domesticated animal
P124638,domesticated animal
P124639,domesticated animal
P124640,domesticated animal
P124641,domesticated animal
P124642,domesticated animal
P124646,domesticated animal
P124649,domesticated animal
P124652,domesticated animal
P210365,domesticated animal
P124654,domesticated animal
P124655,domesticated animal
P124658,domesticated animal
P124663,domesticated animal
P124664,domesticated animal
P125706,domesticated animal
P125749,domesticated animal
P125750,domesticated animal
P131657,domesticated animal
P134899,domesticated animal
P201310,domesticated animal
P124665,domesticated animal
P124666,domesticated animal
P124667,domesticated animal
P124668,domesticated animal
P124669,domesticated animal
P124670,domesticated animal
P124671,domesticated animal
P124672,domesticated animal
P124673,domesticated animal
P124674,domesticated animal
P124675,domesticated animal
P124678,domesticated animal
P124776,domesticated animal
P124789,domesticated animal
P124798,domesticated animal
P124802,domesticated animal
P124803,domesticated animal
P124813,domesticated animal
P124814,domesticated animal
P124815,domesticated animal
P470068,domesticated animal
P124848,domesticated animal
P124849,domesticated animal
P124850,domesticated animal
P124853,domesticated animal
P124854,domesticated animal
P124855,domesticated animal
P124856,domesticated animal
P124857,domesticated animal
P124858,domesticated animal
P124859,domesticated animal
P124860,domesticated animal
P124861,domesticated animal
P124862,domesticated animal
P124863,domesticated animal
P124864,domesticated animal
P124866,domesticated animal
P124867,domesticated animal
P124889,domesticated animal
P124890,domesticated animal
P124891,domesticated animal
P124893,domesticated animal
P124894,domesticated animal
P124895,domesticated animal
P124896,domesticated animal
P124897,domesticated animal
P124898,domesticated animal
P124899,domesticated animal
P124900,domesticated animal
P124901,domesticated animal
P124902,domesticated animal
P124903,domesticated animal
P124904,domesticated animal
P124905,domesticated animal
P124906,domesticated animal
P124907,domesticated animal
P124908,domesticated animal
P124909,domesticated animal
P124910,domesticated animal
P124912,domesticated animal
P135082,domesticated animal
P124916,domesticated animal
P124917,domesticated animal
P124918,domesticated animal
P124920,domesticated animal
P124921,domesticated animal
P124924,domesticated animal
P124929,domesticated animal
P124930,domesticated animal
P124931,domesticated animal
P124934,domesticated animal
P124936,domesticated animal
P124937,domesticated animal
P124941,domesticated animal
P124944,domesticated animal
P124945,domesticated animal
P124946,domesticated animal
P124947,domesticated animal
P124948,domesticated animal
P124949,domesticated animal
P124950,domesticated animal
P124952,domesticated animal
P124954,domesticated animal
P124955,domesticated animal
P124956,domesticated animal
P124957,domesticated animal
P124958,domesticated animal
P124959,domesticated animal
P124961,domesticated animal
P124962,domesticated animal
P126249,domesticated animal
P124963,domesticated animal
P124964,domesticated animal
P124965,domesticated animal
P124966,domesticated animal
P124967,domesticated animal
P124968,domesticated animal
P124969,domesticated animal
P124975,domesticated animal
P124976,domesticated animal
P124978,domesticated animal
P124979,domesticated animal
P124984,domesticated animal
P124985,domesticated animal
P124987,domesticated animal
P124988,domesticated animal
P124991,domesticated animal
P124992,domesticated animal
P124993,domesticated animal
P124995,domesticated animal
P124996,domesticated animal
P124997,domesticated animal
P125000,domesticated animal
P125001,domesticated animal
P125002,domesticated animal
P125003,domesticated animal
P131696,domesticated animal
P125004,domesticated animal
P125005,domesticated animal
P125006,domesticated animal
P125007,domesticated animal
P125008,domesticated animal
P125009,domesticated animal
P125011,domesticated animal
P125012,domesticated animal
P125013,domesticated animal
P125014,domesticated animal
P125015,domesticated animal
P125016,domesticated animal
P125024,domesticated animal
P125025,domesticated animal
P125027,domesticated animal
P125029,domesticated animal
P125030,domesticated animal
P131688,domesticated animal
P125031,domesticated animal
P125032,domesticated animal
P125039,domesticated animal
P125417,domesticated animal
P125420,domesticated animal
P125421,domesticated animal
P131975,domesticated animal
P125424,domesticated animal
P125425,domesticated animal
P131974,domesticated animal
P125426,domesticated animal
P125427,domesticated animal
P125428,domesticated animal
P125430,domesticated animal
P125431,domesticated animal
P125433,domesticated animal
P128601,domesticated animal
P125435,domesticated animal
P125437,domesticated animal
P125441,domesticated animal
P125443,domesticated animal
P125444,domesticated animal
P125445,domesticated animal
P125448,domesticated animal
P125453,domesticated animal
P125455,domesticated animal
P125457,domesticated animal
P125460,domesticated animal
P125461,domesticated animal
P125462,domesticated animal
P125465,domesticated animal
P125466,domesticated animal
P125468,domesticated animal
P125469,domesticated animal
P125471,domesticated animal
P125474,domesticated animal
P125475,domesticated animal
P125482,domesticated animal
P125483,domesticated animal
P125484,domesticated animal
P125486,domesticated animal
P125487,domesticated animal
P125494,domesticated animal
P125495,domesticated animal
P125498,domesticated animal
P125499,domesticated animal
P125500,domesticated animal
P125501,domesticated animal
P125502,domesticated animal
P125506,domesticated animal
P125507,domesticated animal
P125508,domesticated animal
P125512,domesticated animal
P125514,domesticated animal
P125515,domesticated animal
P125516,domesticated animal
P125518,domesticated animal
P125520,domesticated animal
P125524,domesticated animal
P125525,domesticated animal
P125526,domesticated animal
P125527,domesticated animal
P125528,domesticated animal
P125532,domesticated animal
P125534,domesticated animal
P125535,domesticated animal
P125537,domesticated animal
P125538,domesticated animal
P125541,domesticated animal
P125542,domesticated animal
P125548,domesticated animal
P128602,domesticated animal
P136021,domesticated animal
P212167,domesticated animal
P125543,domesticated animal
P125547,domesticated animal
P125550,domesticated animal
P125553,domesticated animal
P125554,domesticated animal
P125558,domesticated animal
P125561,domesticated animal
P125564,domesticated animal
P235906,domesticated animal
P125567,domesticated animal
P125578,domesticated animal
P125580,domesticated animal
P125581,domesticated animal
P125583,domesticated animal
P125584,domesticated animal
P125586,domesticated animal
P125587,domesticated animal
P125588,domesticated animal
P125590,domesticated animal
P125592,domesticated animal
P125593,domesticated animal
P125596,domesticated animal
P125597,domesticated animal
P125599,domesticated animal
P125600,domesticated animal
P125601,domesticated animal
P125602,domesticated animal
P125603,domesticated animal
P125605,domesticated animal
P125606,domesticated animal
P131690,domesticated animal
P136236,domesticated animal
P210509,domesticated animal
P125609,domesticated animal
P125610,domesticated animal
P125611,domesticated animal
P125614,domesticated animal
P125616,domesticated animal
P125619,domesticated animal
P125621,domesticated animal
P125622,domesticated animal
P125626,domesticated animal
P125627,domesticated animal
P125628,domesticated animal
P125634,domesticated animal
P125640,domesticated animal
P125641,domesticated animal
P125642,domesticated animal
P125644,domesticated animal
P125645,domesticated animal
P125646,domesticated animal
P125647,domesticated animal
P125648,domesticated animal
P125649,domesticated animal
P125650,domesticated animal
P125651,domesticated animal
P125653,domesticated animal
P125654,domesticated animal
P125655,domesticated animal
P125658,domesticated animal
P125659,domesticated animal
P125661,domesticated animal
P125662,domesticated animal
P125663,domesticated animal
P125666,domesticated animal
P125667,domesticated animal
P125668,domesticated animal
P125669,domesticated animal
P125670,domesticated animal
P125671,domesticated animal
P125672,domesticated animal
P125674,domesticated animal
P125675,domesticated animal
P125677,domesticated animal
P125679,domesticated animal
P125680,domesticated animal
P125683,domesticated animal
P125684,domesticated animal
P125685,domesticated animal
P125686,domesticated animal
P125687,domesticated animal
P125689,domesticated animal
P125691,domesticated animal
P125692,domesticated animal
P125693,domesticated animal
P125694,domesticated animal
P125695,domesticated animal
P125696,domesticated animal
P125697,domesticated animal
P125700,domesticated animal
P125701,domesticated animal
P125702,domesticated animal
P125703,domesticated animal
P125704,domesticated animal
P125707,domesticated animal
P126742,domesticated animal
P125708,domesticated animal
P125710,domesticated animal
P125711,domesticated animal
P125712,domesticated animal
P125713,domesticated animal
P125714,domesticated animal
P125715,domesticated animal
P125716,domesticated animal
P125719,domesticated animal
P125720,domesticated animal
P125721,domesticated animal
P125722,domesticated animal
P125723,domesticated animal
P125724,domesticated animal
P125726,domesticated animal
P125727,domesticated animal
P125728,domesticated animal
P125729,domesticated animal
P125731,domesticated animal
P125732,domesticated animal
P125734,domesticated animal
P125735,domesticated animal
P125736,domesticated animal
P125737,domesticated animal
P125738,domesticated animal
P125739,domesticated animal
P125740,domesticated animal
P125742,domesticated animal
P125743,domesticated animal
P125744,domesticated animal
P125745,domesticated animal
P125747,domesticated animal
P125748,domesticated animal
P125751,domesticated animal
P125752,domesticated animal
P125756,domesticated animal
P125757,domesticated animal
P125758,domesticated animal
P125760,domesticated animal
P125761,domesticated animal
P125762,domesticated animal
P125763,domesticated animal
P125764,domesticated animal
P125765,domesticated animal
P125768,domesticated animal
P125769,domesticated animal
P125770,domesticated animal
P125771,domesticated animal
P125772,domesticated animal
P125773,domesticated animal
P125776,domesticated animal
P125778,domesticated animal
P125780,domesticated animal
P125781,domesticated animal
P125782,domesticated animal
P125790,domesticated animal
P125795,domesticated animal
P125805,domesticated animal
P125813,domesticated animal
P125818,domesticated animal
P125820,domesticated animal
P125821,domesticated animal
P125823,domesticated animal
P125826,domesticated animal
P125828,domesticated animal
P125829,domesticated animal
P125831,domesticated animal
P125832,domesticated animal
P125833,domesticated animal
P125834,domesticated animal
P125835,domesticated animal
P125836,domesticated animal
P125838,domesticated animal
P125839,domesticated animal
P125840,domesticated animal
P125841,domesticated animal
P125843,domesticated animal
P125844,domesticated animal
P125847,domesticated animal
P125848,domesticated animal
P125849,domesticated animal
P125856,domesticated animal
P125858,domesticated animal
P125861,domesticated animal
P125862,domesticated animal
P125864,domesticated animal
P125865,domesticated animal
P125866,domesticated animal
P125867,domesticated animal
P125868,domesticated animal
P125869,domesticated animal
P130548,domesticated animal
P125870,domesticated animal
P125871,domesticated animal
P125873,domesticated animal
P125874,domesticated animal
P125877,domesticated animal
P125878,domesticated animal
P125879,domesticated animal
P125880,domesticated animal
P125881,domesticated animal
P125884,domesticated animal
P125886,domesticated animal
P125889,domesticated animal
P125890,domesticated animal
P125893,domesticated animal
P125894,domesticated animal
P125895,domesticated animal
P125897,domesticated animal
P125900,domesticated animal
P125901,domesticated animal
P125902,domesticated animal
P125903,domesticated animal
P125905,domesticated animal
P125907,domesticated animal
P125908,domesticated animal
P125909,domesticated animal
P125916,domesticated animal
P125923,domesticated animal
P125924,domesticated animal
P125925,domesticated animal
P125926,domesticated animal
P125927,domesticated animal
P125929,domesticated animal
P125930,domesticated animal
P125937,domesticated animal
P125939,domesticated animal
P125940,domesticated animal
P125943,domesticated animal
P125948,domesticated animal
P125949,domesticated animal
P125952,domesticated animal
P125953,domesticated animal
P125955,domesticated animal
P125957,domesticated animal
P125960,domesticated animal
P125961,domesticated animal
P125963,domesticated animal
P125964,domesticated animal
P125965,domesticated animal
P125966,domesticated animal
P125970,domesticated animal
P125971,domesticated animal
P125975,domesticated animal
P125976,domesticated animal
P125977,domesticated animal
P125979,domesticated animal
P125980,domesticated animal
P125981,domesticated animal
P125982,domesticated animal
P125983,domesticated animal
P125984,domesticated animal
P125986,domesticated animal
P125987,domesticated animal
P125988,domesticated animal
P125989,domesticated animal
P125990,domesticated animal
P125991,domesticated animal
P125992,domesticated animal
P125994,domesticated animal
P125995,domesticated animal
P126000,domesticated animal
P126004,domesticated animal
P126005,domesticated animal
P126006,domesticated animal
P126007,domesticated animal
P126008,domesticated animal
P126010,domesticated animal
P126011,domesticated animal
P126013,domesticated animal
P126015,domesticated animal
P126019,domesticated animal
P126020,domesticated animal
P126021,domesticated animal
P126022,domesticated animal
P126023,domesticated animal
P126024,domesticated animal
P126027,domesticated animal
P126028,domesticated animal
P126030,domesticated animal
P126031,domesticated animal
P126033,domesticated animal
P126034,domesticated animal
P126035,domesticated animal
P126037,domesticated animal
P126038,domesticated animal
P126040,domesticated animal
P126041,domesticated animal
P126044,domesticated animal
P126045,domesticated animal
P126046,domesticated animal
P126049,domesticated animal
P126052,domesticated animal
P126053,domesticated animal
P126057,domesticated animal
P126059,domesticated animal
P126063,domesticated animal
P126064,domesticated animal
P126065,domesticated animal
P126067,domesticated animal
P126070,domesticated animal
P126074,domesticated animal
P126075,domesticated animal
P126076,domesticated animal
P126078,domesticated animal
P126080,domesticated animal
P126082,domesticated animal
P126084,domesticated animal
P126085,domesticated animal
P126087,domesticated animal
P126089,domesticated animal
P126090,domesticated animal
P126092,domesticated animal
P126095,domesticated animal
P126097,domesticated animal
P126099,domesticated animal
P126100,domesticated animal
P126101,domesticated animal
P126102,domesticated animal
P126103,domesticated animal
P126104,domesticated animal
P126106,domesticated animal
P126109,domesticated animal
P126110,domesticated animal
P126111,domesticated animal
P126112,domesticated animal
P126113,domesticated animal
P126114,domesticated animal
P126115,domesticated animal
P126118,domesticated animal
P126119,domesticated animal
P126121,domesticated animal
P126122,domesticated animal
P126123,domesticated animal
P126126,domesticated animal
P126127,domesticated animal
P126128,domesticated animal
P126129,domesticated animal
P126132,domesticated animal
P126133,domesticated animal
P126135,domesticated animal
P126136,domesticated animal
P126138,domesticated animal
P126139,domesticated animal
P126140,domesticated animal
P126142,domesticated animal
P126145,domesticated animal
P126146,domesticated animal
P126148,domesticated animal
P126151,domesticated animal
P126152,domesticated animal
P126153,domesticated animal
P126155,domesticated animal
P126156,domesticated animal
P126158,domesticated animal
P126159,domesticated animal
P126162,domesticated animal
P126163,domesticated animal
P126317,domesticated animal
P126164,domesticated animal
P126240,domesticated animal
P128766,domesticated animal
P210393,domesticated animal
P332061,domesticated animal
P416480,domesticated animal
P126168,domesticated animal
P126169,domesticated animal
P126170,domesticated animal
P126174,domesticated animal
P126175,domesticated animal
P126176,domesticated animal
P126177,domesticated animal
P126179,domesticated animal
P126180,domesticated animal
P126182,domesticated animal
P126183,domesticated animal
P126184,domesticated animal
P126185,domesticated animal
P126188,domesticated animal
P126189,domesticated animal
P126191,domesticated animal
P126192,domesticated animal
P126195,domesticated animal
P131703,domesticated animal
P406873,domesticated animal
P126198,domesticated animal
P126200,domesticated animal
P126201,domesticated animal
P126203,domesticated animal
P200576,domesticated animal
P126206,domesticated animal
P126207,domesticated animal
P126209,domesticated animal
P126211,domesticated animal
P126213,domesticated animal
P126215,domesticated animal
P126217,domesticated animal
P126218,domesticated animal
P126220,domesticated animal
P126225,domesticated animal
P212165,domesticated animal
P126227,domesticated animal
P126231,domesticated animal
P126234,domesticated animal
P126235,domesticated animal
P126239,domesticated animal
P126241,domesticated animal
P126242,domesticated animal
P126243,domesticated animal
P126245,domesticated animal
P126246,domesticated animal
P126248,domesticated animal
P126250,domesticated animal
P126251,domesticated animal
P126252,domesticated animal
P126253,domesticated animal
P126254,domesticated animal
P126261,domesticated animal
P126264,domesticated animal
P126265,domesticated animal
P126266,domesticated animal
P126267,domesticated animal
P126268,domesticated animal
P126272,domesticated animal
P126273,domesticated animal
P126274,domesticated animal
P126275,domesticated animal
P126282,domesticated animal
P126298,domesticated animal
P126303,domesticated animal
P126304,domesticated animal
P126306,domesticated animal
P126307,domesticated animal
P126310,domesticated animal
P126311,domesticated animal
P126312,domesticated animal
P126313,domesticated animal
P126314,domesticated animal
P126320,domesticated animal
P126322,domesticated animal
P126323,domesticated animal
P320577,domesticated animal
P126328,domesticated animal
P126331,domesticated animal
P126332,domesticated animal
P126336,domesticated animal
P126337,domesticated animal
P126342,domesticated animal
P126349,domesticated animal
P126358,domesticated animal
P126361,domesticated animal
P126367,domesticated animal
P126370,domesticated animal
P126372,domesticated animal
P126374,domesticated animal
P126377,domesticated animal
P126382,domesticated animal
P126383,domesticated animal
P126384,domesticated animal
P126385,domesticated animal
P126387,domesticated animal
P126389,domesticated animal
P126390,domesticated animal
P126392,domesticated animal
P126393,domesticated animal
P126394,domesticated animal
P126395,domesticated animal
P126399,domesticated animal
P126400,domesticated animal
P126402,domesticated animal
P126403,domesticated animal
P126405,domesticated animal
P126408,domesticated animal
P126411,domesticated animal
P126412,domesticated animal
P126420,domesticated animal
P126429,domesticated animal
P126430,domesticated animal
P126431,domesticated animal
P126435,domesticated animal
P126436,domesticated animal
P126439,domesticated animal
P126440,domesticated animal
P126441,domesticated animal
P126444,domesticated animal
P126445,domesticated animal
P126446,domesticated animal
P126447,domesticated animal
P126449,domesticated animal
P126450,domesticated animal
P126454,domesticated animal
P126455,domesticated animal
P126457,domesticated animal
P126460,domesticated animal
P126473,domesticated animal
P126478,domesticated animal
P126482,domesticated animal
P126486,domesticated animal
P126487,domesticated animal
P126488,domesticated animal
P126490,domesticated animal
P126495,domesticated animal
P126496,domesticated animal
P126498,domesticated animal
P126499,domesticated animal
P126503,domesticated animal
P126504,domesticated animal
P126505,domesticated animal
P126506,domesticated animal
P126507,domesticated animal
P126508,domesticated animal
P126510,domesticated animal
P126516,domesticated animal
P126520,domesticated animal
P126521,domesticated animal
P126522,domesticated animal
P126524,domesticated animal
P126529,domesticated animal
P126532,domesticated animal
P126533,domesticated animal
P126534,domesticated animal
P126535,domesticated animal
P126536,domesticated animal
P126537,domesticated animal
P126538,domesticated animal
P126539,domesticated animal
P126542,domesticated animal
P126543,domesticated animal
P126547,domesticated animal
P126548,domesticated animal
P126550,domesticated animal
P126552,domesticated animal
P126554,domesticated animal
P126555,domesticated animal
P126558,domesticated animal
P126559,domesticated animal
P126560,domesticated animal
P126561,domesticated animal
P126564,domesticated animal
P126565,domesticated animal
P126566,domesticated animal
P126568,domesticated animal
P126569,domesticated animal
P126570,domesticated animal
P126572,domesticated animal
P126574,domesticated animal
P126575,domesticated animal
P126581,domesticated animal
P134856,domesticated animal
P126583,domesticated animal
P126584,domesticated animal
P126585,domesticated animal
P126588,domesticated animal
P126589,domesticated animal
P126591,domesticated animal
P126592,domesticated animal
P126594,domesticated animal
P126595,domesticated animal
P126596,domesticated animal
P126597,domesticated animal
P126598,domesticated animal
P126600,domesticated animal
P126605,domesticated animal
P126607,domesticated animal
P126608,domesticated animal
P126609,domesticated animal
P126611,domesticated animal
P126620,domesticated animal
P126626,domesticated animal
P126633,domesticated animal
P126642,domesticated animal
P126650,domesticated animal
P126653,domesticated animal
P126662,domesticated animal
P126667,domesticated animal
P126668,domesticated animal
P126669,domesticated animal
P126670,domesticated animal
P126694,domesticated animal
P126700,domesticated animal
P126701,domesticated animal
P126702,domesticated animal
P126703,domesticated animal
P126704,domesticated animal
P126705,domesticated animal
P126706,domesticated animal
P126707,domesticated animal
P126709,domesticated animal
P132016,domesticated animal
P134861,domesticated animal
P126712,domesticated animal
P126719,domesticated animal
P126721,domesticated animal
P126722,domesticated animal
P126724,domesticated animal
P126727,domesticated animal
P126731,domesticated animal
P126732,domesticated animal
P126733,domesticated animal
P126734,domesticated animal
P126736,domesticated animal
P126737,domesticated animal
P126741,domesticated animal
